,preference,property_type,city,transact_type,owntype,bedroom_num,price_per_unit_area,furnish,facing,age,total_floor,features,prop_name,price_sqft,amenities,area,price,prop_heading,secondary_tags,total_landmark_count,society_name,building_name,location,balcony_num,floor_num,carpet_sqft,superbuiltup_sqft,builtup_sqft,super_sqft,location.1,hospitals,schools,metro_stations,connectivity,parking,shopping,pharmacy,miscellaneous,club,railwaystation,metrostation,airport,busdepot,bank,attraction,park,officecomplex,education,amusementpark,golfcourse,busstop,library,hospital,atm,stadium,religiousplace,hotel
0,S,Residential Apartment,Kolkata South,2.0,1,2.0,3662.0,0,0,5,3.0,N,Srijan Star Swapno Puron,3662.0,"5,17,20,21,23,24,6,19,101,102",518-623  sq.ft.,19.1 L Onwards,2 BHK Flat in Amtala,"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA | HIRA']",2.0,Srijan Star Swapno Puron,Srijan Star Swapno Puron,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '8005', 'LOCALITY_NAME': 'Amtala ', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.364447, 88.274642)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,S,Residential Apartment,Kolkata South,2.0,1,3.0,10500.0,0,0,5,11.0,N,Natural Quest,10500.0,"5,17,20,21,23,24,6,19,101,102",1110-1121  sq.ft.,1.17  - 1.18 Cr,3 BHK Flat in EM Bypass,"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA | HIRA']",9.0,Natural Quest,Natural Quest,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '603', 'LOCALITY_NAME': 'EM Bypass', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.518795, 88.388439)",16,11,4,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2,S,Residential Apartment,Kolkata South,2.0,1,3.0,8900.0,0,0,5,20.0,N,Ganguly 4Sight Eminence,8900.0,"5,17,20,21,23,24,6,19,101,102",1376-1516  sq.ft.,1.22  - 1.35 Cr,3 BHK Flat in Garia,"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA | HIRA']",6.0,Ganguly 4Sight Eminence,Ganguly 4Sight Eminence,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '651', 'LOCALITY_NAME': 'Garia', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.5137646, 88.3666797)",35,31,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3,S,Residential Land,Kolkata South,2.0,1,3.0,208.0,0,0,0,0.0,N,Dev Bhumi,208.0,"5,17,20,21,23,24,6,19,101,102",720-2880  sq.ft.,1.5  - 5.99 L,Residential land / Plot in Joka,"['READY TO MOVE', 'NEW BOOKING']",13.0,Dev Bhumi,Dev Bhumi,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '844', 'LOCALITY_NAME': 'Joka', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.45383, 88.249572)",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4,S,Residential Apartment,Kolkata South,2.0,1,3.0,5215.0,0,0,5,19.0,N,DTC Sojon,5215.0,"5,17,20,21,23,24,6,19,101,102",1130-1460  sq.ft.,60  - 75 L,3 BHK Flat in Joka,"['UNDER CONSTRUCTION', 'NEW BOOKING']",11.0,DTC Sojon,DTC Sojon,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '844', 'LOCALITY_NAME': 'Joka', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.44213, 88.29551)",5,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
5,S,Residential Apartment,Kolkata South,2.0,1,2.0,5108.0,0,0,5,19.0,N,DTC Sojon,5108.0,"5,17,20,21,23,24,6,19,101,102",880-960  sq.ft.,45  - 49 L,2 BHK Flat in Joka,"['UNDER CONSTRUCTION', 'NEW BOOKING']",11.0,DTC Sojon,DTC Sojon,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '844', 'LOCALITY_NAME': 'Joka', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.44213, 88.29551)",5,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
6,S,Residential Apartment,Kolkata South,2.0,1,3.0,7048.0,0,0,5,11.0,N,The Signature,7048.0,"5,17,20,21,23,24,6,19,101,102",1289-1422  sq.ft.,90.85 L Onwards,3 BHK Flat in New Alipore,"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA | HIRA']",48.0,The Signature,The Signature,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '1465', 'LOCALITY_NAME': 'New Alipore', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.499927, 88.32487)",14,9,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
7,S,Residential Apartment,Kolkata North,2.0,1,2.0,4239.0,0,0,5,11.0,N,Bhawani Bandhan,4239.0,"5,17,20,21,23,24,6,19,101,102",920 sq.ft.,39 L,2 BHK Flat in Madhyamgram,"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA | HIRA']",27.0,Bhawani Bandhan,Bhawani Bandhan,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '528', 'LOCALITY_NAME': 'Madhyamgram', 'ADDRESS': None}",1.0,1,900.0,920.0,1000.0,1500.0,"(22.690003, 88.45908)",6,4,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
8,S,Residential Apartment,Kolkata South,2.0,1,3.0,4700.0,0,0,5,5.0,N,Symphony Proxima,4700.0,"5,17,20,21,23,24,6,19,101,102",1120-1280  sq.ft.,52.64  - 60.16 L,3 BHK Flat in Kamalgazi,"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA | HIRA']",7.0,Symphony Proxima,Symphony Proxima,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '6849', 'LOCALITY_NAME': 'Kamalgazi', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.44497560154, 88.390239965808)",2,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9,S,Residential Apartment,Kolkata South,2.0,1,2.0,4700.0,0,0,5,5.0,N,Symphony Proxima,4700.0,"5,17,20,21,23,24,6,19,101,102",885-890  sq.ft.,41.6  - 41.83 L,2 BHK Flat in Kamalgazi,"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA | HIRA']",7.0,Symphony Proxima,Symphony Proxima,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '6849', 'LOCALITY_NAME': 'Kamalgazi', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.44497560154, 88.390239965808)",2,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10,S,Residential Land,Kolkata South,2.0,1,3.0,250.0,0,0,0,0.0,N,Speedland Raspunja Township,250.0,"5,17,20,21,23,24,6,19,101,102",720-2160  sq.ft.,1.8  - 5.4 L,Residential land / Plot in Joka,"['READY TO MOVE', 'NEW BOOKING']",15.0,Speedland Raspunja Township,Speedland Raspunja Township,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '844', 'LOCALITY_NAME': 'Joka', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.43966, 88.25569)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
11,P,Residential Apartment,Kolkata Central,1.0,0,4.0,7.0,1,5,3,10.0,"44,23,24,25,47,17,39,6,9,40,30,41,42,31,21,32",Ganga Jamuna Apartment,7.0,"17,21,32,44,23,24,47,39,6,9,40,30,41,42,25,31,105,103",1500 sq.ft.,"11,000/Bed",4 BHK Flat in Shakespeare Sarani,"['FURNISHED', 'SHARED BY 3']",50.0,Ganga Jamuna Apartment,Ganga Jamuna Apartment,"{'CITY': '30', 'CITY_NAME': 'Kolkata Central', 'LOCALITY_ID': '6859', 'LOCALITY_NAME': 'Shakespeare Sarani ', 'ADDRESS': None}",1.0,4,1500.0,1140.0,1000.0,1500.0,"(22.54391, 88.355401)",45,31,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
12,S,Residential Apartment,Kolkata East,2.0,1,2.0,5000.0,0,0,5,4.0,N,Magnolia Sunshine,5000.0,"5,17,20,21,23,24,6,19,101,102",840-868  sq.ft.,42  - 43.4 L,2 BHK Flat in New Town,"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA | HIRA']",9.0,Magnolia Sunshine,Magnolia Sunshine,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.59732, 88.48011)",2,2,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
13,S,Independent House/Villa,Kolkata South,2.0,1,3.0,5130.0,0,0,5,0.0,N,Eden Spring Villas,5130.0,"5,17,20,21,23,24,6,19,101,102",1560 sq.ft.,80.03 L,3 Bedroom House in Joka,"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA | HIRA']",13.0,Eden Spring Villas,Eden Spring Villas,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '844', 'LOCALITY_NAME': 'Joka', 'ADDRESS': None}",1.0,1,900.0,1140.0,1560.0,1500.0,"(22.44731, 88.31051)",6,1,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
14,S,Residential Apartment,Kolkata South,2.0,1,3.0,5100.0,0,0,5,7.0,N,Ganguly 4Sight Desire,5100.0,"5,17,20,21,23,24,6,19,101,102",994-1025  sq.ft.,50.69  - 52.28 L,3 BHK Flat in Garia,"['UNDER CONSTRUCTION', 'NEW BOOKING']",50.0,Ganguly 4Sight Desire,Ganguly 4Sight Desire,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '651', 'LOCALITY_NAME': 'Garia', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.46878, 88.38072)",17,4,9,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
15,S,Residential Apartment,Kolkata South,2.0,1,2.0,5100.0,0,0,5,7.0,N,Ganguly 4Sight Desire,5100.0,"5,17,20,21,23,24,6,19,101,102",725-833  sq.ft.,36.97  - 42.48 L,2 BHK Flat in Garia,"['UNDER CONSTRUCTION', 'NEW BOOKING']",50.0,Ganguly 4Sight Desire,Ganguly 4Sight Desire,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '651', 'LOCALITY_NAME': 'Garia', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.46878, 88.38072)",17,4,9,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
16,S,Residential Apartment,Kolkata South,2.0,1,1.0,5100.0,0,0,5,7.0,N,Ganguly 4Sight Desire,5100.0,"5,17,20,21,23,24,6,19,101,102",535 sq.ft.,27.28 L,1 BHK Flat in Garia,"['UNDER CONSTRUCTION', 'NEW BOOKING']",50.0,Ganguly 4Sight Desire,Ganguly 4Sight Desire,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '651', 'LOCALITY_NAME': 'Garia', 'ADDRESS': None}",1.0,1,900.0,535.0,1000.0,1500.0,"(22.46878, 88.38072)",17,4,9,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
17,S,Independent House/Villa,Kolkata East,2.0,1,4.0,8515.0,0,0,5,0.0,N,Newtown Villas,8515.0,"5,17,20,21,23,24,6,19,101,102",1512-1872  sq.ft.,1.29  - 1.59 Cr,4 Bedroom House in New Town,"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA | HIRA']",22.0,Newtown Villas,Newtown Villas,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.580456024324, 88.496737179445)",4,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0
18,S,Residential Apartment,Kolkata East,2.0,1,4.0,4742.0,0,0,5,20.0,N,DTC Capital City,4742.0,"5,17,20,21,23,24,6,19,101,102",1940 sq.ft.,92 L,4 BHK Flat in Rajarhat,"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA | HIRA']",6.0,DTC Capital City,DTC Capital City,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1495', 'LOCALITY_NAME': 'Rajarhat', 'ADDRESS': None}",1.0,1,900.0,1940.0,1000.0,1500.0,"(22.562087130058, 88.50552839754)",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
19,S,Residential Apartment,Kolkata East,2.0,1,3.0,5058.0,0,0,5,20.0,N,DTC Capital City,5058.0,"5,17,20,21,23,24,6,19,101,102",1030-1430  sq.ft.,48  - 82 L,3 BHK Flat in Rajarhat,"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA | HIRA']",6.0,DTC Capital City,DTC Capital City,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1495', 'LOCALITY_NAME': 'Rajarhat', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.562087130058, 88.50552839754)",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
20,S,Residential Apartment,Kolkata East,2.0,1,2.0,4615.0,0,0,5,20.0,N,DTC Capital City,4615.0,"5,17,20,21,23,24,6,19,101,102",910 sq.ft.,42 L,2 BHK Flat in Rajarhat,"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA | HIRA']",6.0,DTC Capital City,DTC Capital City,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1495', 'LOCALITY_NAME': 'Rajarhat', 'ADDRESS': None}",1.0,1,900.0,910.0,1000.0,1500.0,"(22.562087130058, 88.50552839754)",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
21,S,Residential Apartment,Kolkata East,2.0,1,4.0,6000.0,0,0,5,11.0,N,Ascon Era,6000.0,"5,17,20,21,23,24,6,19,101,102",1679-1799  sq.ft.,1.01  - 1.08 Cr,4 BHK Flat in Chinar Park,"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA | HIRA']",11.0,Ascon Era,Ascon Era,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '7998', 'LOCALITY_NAME': 'Chinar Park', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.633414, 88.459187)",3,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22,S,Residential Apartment,Kolkata East,2.0,1,3.0,6000.0,0,0,5,11.0,N,Ascon Era,6000.0,"5,17,20,21,23,24,6,19,101,102",1146-1360  sq.ft.,68.76  - 81.6 L,3 BHK Flat in Chinar Park,"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA | HIRA']",11.0,Ascon Era,Ascon Era,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '7998', 'LOCALITY_NAME': 'Chinar Park', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.633414, 88.459187)",3,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
23,S,Residential Apartment,Kolkata East,2.0,1,2.0,6000.0,0,0,5,11.0,N,Ascon Era,6000.0,"5,17,20,21,23,24,6,19,101,102",913-1083  sq.ft.,54.78  - 64.98 L,2 BHK Flat in Chinar Park,"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA | HIRA']",11.0,Ascon Era,Ascon Era,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '7998', 'LOCALITY_NAME': 'Chinar Park', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.633414, 88.459187)",3,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
24,P,Residential Apartment,Kolkata East,1.0,0,4.0,7.0,1,0,3,4.0,N,Bhariravi apartment ,7.0,"105,103",1300 sq.ft.,"10,000/Bed",4 BHK Flat in Action Area 1,"['FURNISHED', 'SHARED BY 2']",41.0,Bhariravi apartment ,Bhariravi apartment ,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '19491', 'LOCALITY_NAME': 'Action Area 1', 'ADDRESS': 'Ac Block, 129'}",3.0,2,1300.0,1140.0,1000.0,1500.0,"(22.581047, 88.462231)",6,3,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0
25,P,Residential Apartment,Kolkata North,1.0,0,3.0,5.0,4,3,2,4.0,"24,17,19,9,40,41,42,21,32",Vijay Lakshmi Apartments,5.0,"17,21,32,24,19,9,40,41,42,103",1200 sq.ft.,"6,000/Bedroom",3 BHK Flat in Dum Dum,['PRIVATE ROOM'],24.0,Vijay Lakshmi Apartments,Vijay Lakshmi Apartments,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '488', 'LOCALITY_NAME': 'Dum Dum', 'ADDRESS': None}",1.0,3,1200.0,1140.0,1000.0,1500.0,"(22.650056, 88.441311)",4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
26,S,Residential Apartment,Kolkata North,2.0,1,4.0,13157.0,0,0,6,35.0,N,Prasad Rare Earth,13157.0,"5,17,20,21,23,24,6,19,101,102",1976-2062  sq.ft.,2.6  - 2.6 Cr,4 BHK Flat in Narkeldanga,"['READY TO MOVE', 'NEW BOOKING', 'RERA | HIRA']",15.0,Prasad Rare Earth,Prasad Rare Earth,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '8665', 'LOCALITY_NAME': 'Narkeldanga', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.573977, 88.398249)",34,25,7,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0
27,S,Residential Apartment,Kolkata North,2.0,1,3.0,12798.0,0,0,6,35.0,N,Prasad Rare Earth,12798.0,"5,17,20,21,23,24,6,19,101,102",1172-1340  sq.ft.,1.5  - 1.5 Cr,3 BHK Flat in Narkeldanga,"['READY TO MOVE', 'NEW BOOKING', 'RERA | HIRA']",15.0,Prasad Rare Earth,Prasad Rare Earth,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '8665', 'LOCALITY_NAME': 'Narkeldanga', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.573977, 88.398249)",34,25,7,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0
28,S,Residential Apartment,Kolkata East,2.0,1,3.0,4700.0,0,0,5,4.0,N,Sai Sarovaar,4700.0,"5,17,20,21,23,24,6,19,101,102",1163 sq.ft.,54.66 L,3 BHK Flat in New Town,"['UNDER CONSTRUCTION', 'NEW BOOKING']",26.0,Sai Sarovaar,Sai Sarovaar,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",1.0,1,900.0,1163.0,1000.0,1500.0,"(22.57083, 88.48388)",6,5,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0
29,S,Residential Apartment,Kolkata East,2.0,1,2.0,4700.0,0,0,5,4.0,N,Sai Sarovaar,4700.0,"5,17,20,21,23,24,6,19,101,102",901 sq.ft.,42.35 L,2 BHK Flat in New Town,"['UNDER CONSTRUCTION', 'NEW BOOKING']",26.0,Sai Sarovaar,Sai Sarovaar,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",1.0,1,900.0,901.0,1000.0,1500.0,"(22.57083, 88.48388)",6,5,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0
30,S,Residential Apartment,Kolkata South,2.0,1,3.0,6900.0,0,0,5,3.0,N,Midtown 63,6900.0,"5,17,20,21,23,24,6,19,101,102",1267-1273  sq.ft.,87.42  - 87.84 L,3 BHK Flat in Bhawanipore,"['UNDER CONSTRUCTION', 'NEW BOOKING']",8.0,Midtown 63,Midtown 63,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '1043', 'LOCALITY_NAME': 'Bhawanipore', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.523402, 88.349392)",52,26,7,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
31,S,Residential Apartment,Kolkata West,2.0,1,3.0,6755.0,0,0,5,20.0,N,Joyville Western Height,6755.0,"5,17,20,21,23,24,6,19,101,102",829-832  sq.ft.,56  - 56.2 L,3 BHK Flat in Howrah,"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA | HIRA']",3.0,Joyville Western Height,Joyville Western Height,"{'CITY': '29', 'CITY_NAME': 'Kolkata West', 'LOCALITY_ID': '9764', 'LOCALITY_NAME': 'Howrah', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.615205, 88.28759)",2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,S,Residential Apartment,Kolkata West,2.0,1,2.0,6585.0,0,0,5,20.0,N,Joyville Western Height,6585.0,"5,17,20,21,23,24,6,19,101,102",615-621  sq.ft.,40.5  - 40.89 L,2 BHK Flat in Howrah,"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA | HIRA']",3.0,Joyville Western Height,Joyville Western Height,"{'CITY': '29', 'CITY_NAME': 'Kolkata West', 'LOCALITY_ID': '9764', 'LOCALITY_NAME': 'Howrah', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.615205, 88.28759)",2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33,S,Residential Apartment,Kolkata North,2.0,1,4.0,8637.0,0,0,5,25.0,N,Merlin Serenia,8637.0,"5,17,20,21,23,24,6,19,101,102",1454 sq.ft.,1.26  - 1.26 Cr,4 BHK Flat in BT Road,"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA | HIRA']",3.0,Merlin Serenia,Merlin Serenia,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '484', 'LOCALITY_NAME': 'BT Road', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.64664, 88.37817)",10,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34,S,Residential Apartment,Kolkata North,2.0,1,3.0,8804.0,0,0,5,25.0,N,Merlin Serenia,8804.0,"5,17,20,21,23,24,6,19,101,102",865-1125  sq.ft.,78.82  - 95.66 L,3 BHK Flat in BT Road,"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA | HIRA']",3.0,Merlin Serenia,Merlin Serenia,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '484', 'LOCALITY_NAME': 'BT Road', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.64664, 88.37817)",10,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35,S,Residential Apartment,Kolkata North,2.0,1,2.0,8759.0,0,0,5,25.0,N,Merlin Serenia,8759.0,"5,17,20,21,23,24,6,19,101,102",732 sq.ft.,64.12 L,2 BHK Flat in BT Road,"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA | HIRA']",3.0,Merlin Serenia,Merlin Serenia,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '484', 'LOCALITY_NAME': 'BT Road', 'ADDRESS': None}",1.0,1,900.0,1140.0,732.0,1500.0,"(22.64664, 88.37817)",10,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36,S,Residential Apartment,Kolkata East,2.0,1,3.0,5200.0,0,0,6,5.0,N,Sunday On The House,5200.0,"5,17,20,21,23,24,6,19,101,102",1460 sq.ft.,75.92 L,3 BHK Flat in New Town,"['READY TO MOVE', 'NEW BOOKING']",11.0,Sunday On The House,Sunday On The House,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",1.0,1,900.0,1460.0,1000.0,1500.0,"(22.603361, 88.447509)",5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
37,S,Residential Apartment,Kolkata East,2.0,1,2.0,5200.0,0,0,6,5.0,N,Sunday On The House,5200.0,"5,17,20,21,23,24,6,19,101,102",1050 sq.ft.,54.6 L,2 BHK Flat in New Town,"['READY TO MOVE', 'NEW BOOKING']",11.0,Sunday On The House,Sunday On The House,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",1.0,1,900.0,1050.0,1000.0,1500.0,"(22.603361, 88.447509)",5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
38,P,Independent/Builder Floor,Kolkata South,1.0,0,4.0,5.0,1,0,2,2.0,"44,23,17,40,30,41,42",On Request,5.0,"17,44,23,40,30,41,42,106,105,103",2000 sq.ft.,"10,000/Bed",4 BHK Independent Builder Floor in Jadubabur Bazar,"['FURNISHED', 'SHARED BY 3']",49.0,On Request,On Request,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '25135', 'LOCALITY_NAME': 'Jadubabur Bazar', 'ADDRESS': None}",1.0,G,2000.0,1140.0,1000.0,1500.0,"(22.534637, 88.348268)",53,26,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
